USA,Database,Name,Accession,Type,Length,GC,CAI,Organism,Description
fasta::barcode71.ffn:bc71_04074,-,bc71_04074,-,N,924,66.99,0.739,,Arginase
fasta::barcode71.ffn:bc71_04075,-,bc71_04075,-,N,561,66.49,0.615,,hypothetical protein
fasta::barcode71.ffn:bc71_04076,-,bc71_04076,-,N,360,61.94,0.765,,hypothetical protein
fasta::barcode71.ffn:bc71_04077,-,bc71_04077,-,N,918,68.41,0.669,,hypothetical protein
fasta::barcode71.ffn:bc71_04078,-,bc71_04078,-,N,543,64.09,0.762,,hypothetical protein
fasta::barcode71.ffn:bc71_04079,-,bc71_04079,-,N,684,70.32,0.71,,Thymidylate kinase
fasta::barcode71.ffn:bc71_04080,-,bc71_04080,-,N,924,62.23,0.592,,HTH-type transcriptional activator RhaS
fasta::barcode71.ffn:bc71_04081,-,bc71_04081,-,N,429,61.31,0.695,,SnoaL-like domain protein
fasta::barcode71.ffn:bc71_04082,-,bc71_04082,-,N,390,61.54,0.725,,putative protein
fasta::barcode71.ffn:bc71_04083,-,bc71_04083,-,N,76,61.84,0.358,,tRNA-Thr(tgt)
fasta::barcode71.ffn:bc71_04084,-,bc71_04084,-,N,786,72.52,0.573,,SPOR domain protein
fasta::barcode71.ffn:bc71_04085,-,bc71_04085,-,N,729,72.84,0.728,,Type III pantothenate kinase
fasta::barcode71.ffn:bc71_04086,-,bc71_04086,-,N,966,73.08,0.663,,Bifunctional ligase/repressor BirA
fasta::barcode71.ffn:bc71_04087,-,bc71_04087,-,N,276,67.75,0.569,,hypothetical protein
fasta::barcode71.ffn:bc71_04088,-,bc71_04088,-,N,756,67.46,0.725,,Protein MtfA
fasta::barcode71.ffn:bc71_04089,-,bc71_04089,-,N,1188,66.33,0.638,,hypothetical protein
fasta::barcode71.ffn:bc71_04090,-,bc71_04090,-,N,1575,64.63,0.649,,hypothetical protein
fasta::barcode71.ffn:bc71_04091,-,bc71_04091,-,N,1416,64.83,0.739,,Possible two component system response sensor kinase membrane associated PhoR 
fasta::barcode71.ffn:bc71_04092,-,bc71_04092,-,N,684,61.26,0.696,,Possible two component system response transcriptional positive regulator PhoP 
fasta::barcode71.ffn:bc71_04093,-,bc71_04093,-,N,378,67.99,0.524,,hypothetical protein
fasta::barcode71.ffn:bc71_04094,-,bc71_04094,-,N,1101,69.12,0.695,,tRNA-dihydrouridine(20/20a) synthase
fasta::barcode71.ffn:bc71_04095,-,bc71_04095,-,N,222,62.61,0.745,,hypothetical protein
fasta::barcode71.ffn:bc71_04096,-,bc71_04096,-,N,576,65.97,0.715,,Ankyrin repeats (3 copies)
fasta::barcode71.ffn:bc71_04097,-,bc71_04097,-,N,1506,62.68,0.769,,catalase
fasta::barcode71.ffn:bc71_04098,-,bc71_04098,-,N,135,64.44,0.525,,hypothetical protein
fasta::barcode71.ffn:bc71_04099,-,bc71_04099,-,N,2136,67.42,0.786,,ATP-dependent DNA helicase DinG
fasta::barcode71.ffn:bc71_04100,-,bc71_04100,-,N,228,70.61,0.74,,hypothetical protein
fasta::barcode71.ffn:bc71_04101,-,bc71_04101,-,N,354,69.77,0.74,,hypothetical protein
fasta::barcode71.ffn:bc71_04102,-,bc71_04102,-,N,852,71.48,0.778,,Shikimate dehydrogenase (NADP(+))
fasta::barcode71.ffn:bc71_04103,-,bc71_04103,-,N,882,70.41,0.663,,Tol-Pal system protein TolB
fasta::barcode71.ffn:bc71_04104,-,bc71_04104,-,N,2520,70.08,0.692,,PepSY-associated TM region
fasta::barcode71.ffn:bc71_04105,-,bc71_04105,-,N,990,65.56,0.775,,Delta-aminolevulinic acid dehydratase
fasta::barcode71.ffn:bc71_04106,-,bc71_04106,-,N,249,62.65,0.622,,hypothetical protein
fasta::barcode71.ffn:bc71_04107,-,bc71_04107,-,N,453,69.76,0.605,,hypothetical protein
fasta::barcode71.ffn:bc71_04108,-,bc71_04108,-,N,354,54.8,0.483,,hypothetical protein
fasta::barcode71.ffn:bc71_04109,-,bc71_04109,-,N,1827,66.23,0.749,,hypothetical protein
fasta::barcode71.ffn:bc71_04110,-,bc71_04110,-,N,546,66.3,0.557,,Cytochrome oxidase complex assembly protein 1
fasta::barcode71.ffn:bc71_04111,-,bc71_04111,-,N,2229,65.19,0.718,,Dipeptidyl aminopeptidase 4
fasta::barcode71.ffn:bc71_04112,-,bc71_04112,-,N,690,66.23,0.813,,Disulfide-bond oxidoreductase YfcG
fasta::barcode71.ffn:bc71_04113,-,bc71_04113,-,N,3000,64.43,0.78,,Vitamin B12 transporter BtuB
fasta::barcode71.ffn:bc71_04114,-,bc71_04114,-,N,702,64.96,0.759,,SapC
fasta::barcode71.ffn:bc71_04115,-,bc71_04115,-,N,1014,69.82,0.751,,Cupin-like domain protein
fasta::barcode71.ffn:bc71_04116,-,bc71_04116,-,N,1563,68.52,0.818,,Flavin-dependent tryptophan halogenase RebH
fasta::barcode71.ffn:bc71_04117,-,bc71_04117,-,N,1008,71.13,0.752,,hypothetical protein
fasta::barcode71.ffn:bc71_04118,-,bc71_04118,-,N,1194,66.33,0.726,,ABC transporter permease protein NatB
fasta::barcode71.ffn:bc71_04119,-,bc71_04119,-,N,747,65.33,0.738,,ABC transporter ATP-binding protein CesC 
fasta::barcode71.ffn:bc71_04120,-,bc71_04120,-,N,1551,68.15,0.69,,Carboxylesterase A
fasta::barcode71.ffn:bc71_04121,-,bc71_04121,-,N,201,63.18,0.645,,cytolysin regulator R2 
fasta::barcode71.ffn:bc71_04122,-,bc71_04122,-,N,588,64.8,0.637,,hypothetical protein
fasta::barcode71.ffn:bc71_04123,-,bc71_04123,-,N,273,64.84,0.609,,Transcriptional repressor FrmR
fasta::barcode71.ffn:bc71_04124,-,bc71_04124,-,N,1002,66.47,0.681,,Cadmium cobalt and zinc/H(+)-K(+) antiporter
fasta::barcode71.ffn:bc71_04125,-,bc71_04125,-,N,1566,63.6,0.707,,Beta-xylosidase
fasta::barcode71.ffn:bc71_04126,-,bc71_04126,-,N,729,67.9,0.75,,Phenol hydroxylase P5 protein
fasta::barcode71.ffn:bc71_04127,-,bc71_04127,-,N,999,66.37,0.748,,putative ABC transporter ATP-binding protein YadG
fasta::barcode71.ffn:bc71_04128,-,bc71_04128,-,N,792,64.77,0.774,,Inner membrane transport permease YadH
fasta::barcode71.ffn:bc71_04129,-,bc71_04129,-,N,753,57.77,0.552,,hypothetical protein
fasta::barcode71.ffn:bc71_04130,-,bc71_04130,-,N,939,68.8,0.742,,2-dehydropantoate 2-reductase
fasta::barcode71.ffn:bc71_04131,-,bc71_04131,-,N,516,62.98,0.78,,hypothetical protein
fasta::barcode71.ffn:bc71_04132,-,bc71_04132,-,N,402,66.67,0.762,,putative acyl-CoA thioester hydrolase
fasta::barcode71.ffn:bc71_04133,-,bc71_04133,-,N,213,66.2,0.769,,hypothetical protein
fasta::barcode71.ffn:bc71_04134,-,bc71_04134,-,N,204,53.43,0.822,,Ribonucleoside-diphosphate reductase subunit beta
fasta::barcode71.ffn:bc71_04135,-,bc71_04135,-,N,699,70.67,0.502,,Ribonucleoside-diphosphate reductase subunit beta
fasta::barcode71.ffn:bc71_04136,-,bc71_04136,-,N,2484,63.04,0.817,,Ribonucleoside-diphosphate reductase subunit alpha
fasta::barcode71.ffn:bc71_04137,-,bc71_04137,-,N,1044,63.79,0.835,,hypothetical protein
fasta::barcode71.ffn:bc71_04138,-,bc71_04138,-,N,2709,69.84,0.746,,Peptidyl-lysine N-acetyltransferase Pat
fasta::barcode71.ffn:bc71_04139,-,bc71_04139,-,N,1368,65.72,0.753,,Magnesium transporter MgtE
fasta::barcode71.ffn:bc71_04140,-,bc71_04140,-,N,828,65.46,0.723,,Carbonic anhydrase
fasta::barcode71.ffn:bc71_04141,-,bc71_04141,-,N,1812,66.83,0.751,,Glutathione-regulated potassium-efflux system protein KefC
fasta::barcode71.ffn:bc71_04142,-,bc71_04142,-,N,1776,65.77,0.734,,Glucose-6-phosphate 1-dehydrogenase
fasta::barcode71.ffn:bc71_04143,-,bc71_04143,-,N,1773,65.65,0.723,,Trehalase
fasta::barcode71.ffn:bc71_04144,-,bc71_04144,-,N,330,65.76,0.681,,hypothetical protein
fasta::barcode71.ffn:bc71_04145,-,bc71_04145,-,N,3324,73.53,0.747,,Ankyrin repeats (3 copies)
fasta::barcode71.ffn:bc71_04146,-,bc71_04146,-,N,261,64.75,0.699,,Protein YcgL
fasta::barcode71.ffn:bc71_04147,-,bc71_04147,-,N,1197,71.18,0.765,,putative 3-ketoacyl-ACP synthase CylI 
fasta::barcode71.ffn:bc71_04148,-,bc71_04148,-,N,774,72.87,0.733,,hypothetical protein
fasta::barcode71.ffn:bc71_04149,-,bc71_04149,-,N,822,67.76,0.786,,Glycosyl transferase family 2
fasta::barcode71.ffn:bc71_04150,-,bc71_04150,-,N,1626,65.5,0.782,,Tryptophan halogenase
fasta::barcode71.ffn:bc71_04151,-,bc71_04151,-,N,645,45.89,0.271,,hypothetical protein
fasta::barcode71.ffn:bc71_04152,-,bc71_04152,-,N,1419,46.44,0.265,,AAA domain putative AbiEii toxin Type IV TA system
fasta::barcode71.ffn:bc71_04153,-,bc71_04153,-,N,738,66.8,0.683,,flagellar-related 3-oxoacyl-ACP reductase 
fasta::barcode71.ffn:bc71_04154,-,bc71_04154,-,N,438,68.49,0.715,,hypothetical protein
fasta::barcode71.ffn:bc71_04155,-,bc71_04155,-,N,2367,67.81,0.665,,hypothetical protein
fasta::barcode71.ffn:bc71_04156,-,bc71_04156,-,N,225,61.33,0.502,,hypothetical protein
fasta::barcode71.ffn:bc71_04157,-,bc71_04157,-,N,621,69.89,0.706,,Outer membrane lipoprotein carrier protein LolA-like protein
fasta::barcode71.ffn:bc71_04158,-,bc71_04158,-,N,975,66.46,0.736,,hypothetical protein
fasta::barcode71.ffn:bc71_04159,-,bc71_04159,-,N,288,69.1,0.662,,hypothetical protein
fasta::barcode71.ffn:bc71_04160,-,bc71_04160,-,N,750,64.67,0.611,,Bifunctional protein Aas
fasta::barcode71.ffn:bc71_04161,-,bc71_04161,-,N,747,68.67,0.691,,hypothetical protein
fasta::barcode71.ffn:bc71_04162,-,bc71_04162,-,N,270,62.22,0.746,,acyl carrier protein AcpC 
fasta::barcode71.ffn:bc71_04163,-,bc71_04163,-,N,1332,68.02,0.752,,Tryptophan halogenase
fasta::barcode71.ffn:bc71_04164,-,bc71_04164,-,N,1008,69.25,0.749,,hypothetical protein
fasta::barcode71.ffn:bc71_04165,-,bc71_04165,-,N,1341,70.25,0.715,,AMP-binding enzyme
fasta::barcode71.ffn:bc71_04166,-,bc71_04166,-,N,2373,66.33,0.767,,CE1: acetyl xylan esterase  and 6 other functions.
fasta::barcode71.ffn:bc71_04167,-,bc71_04167,-,N,705,66.81,0.703,,hypothetical protein
fasta::barcode71.ffn:bc71_04168,-,bc71_04168,-,N,570,68.77,0.684,,hypothetical protein
fasta::barcode71.ffn:bc71_04169,-,bc71_04169,-,N,900,68.22,0.776,,Oxygen-dependent coproporphyrinogen-III oxidase
fasta::barcode71.ffn:bc71_04170,-,bc71_04170,-,N,2784,68.79,0.816,,DNA polymerase I
fasta::barcode71.ffn:bc71_04171,-,bc71_04171,-,N,282,62.41,0.693,,hypothetical protein
fasta::barcode71.ffn:bc71_04172,-,bc71_04172,-,N,753,72.38,0.66,,hypothetical protein
fasta::barcode71.ffn:bc71_04173,-,bc71_04173,-,N,447,63.31,0.674,,Universal stress protein family protein
fasta::barcode71.ffn:bc71_04174,-,bc71_04174,-,N,582,65.29,0.652,,Maltose O-acetyltransferase
fasta::barcode71.ffn:bc71_04175,-,bc71_04175,-,N,318,55.35,0.423,,hypothetical protein
fasta::barcode71.ffn:bc71_04176,-,bc71_04176,-,N,2172,66.11,0.765,,DNA helicase II
fasta::barcode71.ffn:bc71_04177,-,bc71_04177,-,N,1392,71.05,0.685,,FAD-NAD(P)-binding protein
fasta::barcode71.ffn:bc71_04178,-,bc71_04178,-,N,1425,66.81,0.735,,Cardiolipin synthase A
fasta::barcode71.ffn:bc71_04179,-,bc71_04179,-,N,1305,72.8,0.689,,Bacterial regulatory helix-turn-helix protein lysR family
fasta::barcode71.ffn:bc71_04180,-,bc71_04180,-,N,672,71.13,0.779,,4-carboxy-4-hydroxy-2-oxoadipate aldolase
fasta::barcode71.ffn:bc71_04181,-,bc71_04181,-,N,1056,71.12,0.765,,(4E)-oxalomesaconate Delta-isomerase
fasta::barcode71.ffn:bc71_04182,-,bc71_04182,-,N,1023,63.44,0.745,,2-keto-4-carboxy-3-hexenedioate hydratase
fasta::barcode71.ffn:bc71_04183,-,bc71_04183,-,N,168,48.81,0.649,,50S ribosomal protein L33
fasta::barcode71.ffn:bc71_04184,-,bc71_04184,-,N,237,60.34,0.574,,50S ribosomal protein L28
fasta::barcode71.ffn:bc71_04185,-,bc71_04185,-,N,576,68.92,0.694,,hypothetical protein
fasta::barcode71.ffn:bc71_04186,-,bc71_04186,-,N,3213,67.79,0.718,,multiple transferable resistance system protein MtrD 
fasta::barcode71.ffn:bc71_04187,-,bc71_04187,-,N,636,58.81,0.445,,hypothetical protein
fasta::barcode71.ffn:bc71_04188,-,bc71_04188,-,N,1266,69.27,0.735,,Cobalt-zinc-cadmium resistance protein CzcB
fasta::barcode71.ffn:bc71_04189,-,bc71_04189,-,N,1266,72.27,0.715,,Outer membrane efflux protein
fasta::barcode71.ffn:bc71_04190,-,bc71_04190,-,N,387,72.09,0.773,,hypothetical protein
fasta::barcode71.ffn:bc71_04191,-,bc71_04191,-,N,1818,67.38,0.775,,hypothetical protein
fasta::barcode71.ffn:bc71_04192,-,bc71_04192,-,N,639,69.8,0.767,,Ribosomal RNA small subunit methyltransferase G
fasta::barcode71.ffn:bc71_04193,-,bc71_04193,-,N,1593,66.48,0.691,,Alkaline phosphatase D
fasta::barcode71.ffn:bc71_04194,-,bc71_04194,-,N,615,71.71,0.737,,4'-phosphopantetheinyl transferase superfamily protein
fasta::barcode71.ffn:bc71_04195,-,bc71_04195,-,N,252,59.13,0.642,,Transglycosylase associated protein
fasta::barcode71.ffn:bc71_04196,-,bc71_04196,-,N,435,65.29,0.724,,hypothetical protein
fasta::barcode71.ffn:bc71_04197,-,bc71_04197,-,N,780,66.92,0.812,,Exodeoxyribonuclease III
fasta::barcode71.ffn:bc71_04198,-,bc71_04198,-,N,561,69.34,0.634,,hypothetical protein
fasta::barcode71.ffn:bc71_04199,-,bc71_04199,-,N,2310,68.66,0.621,,hypothetical protein
fasta::barcode71.ffn:bc71_04200,-,bc71_04200,-,N,861,55.87,0.487,,Ankyrin repeats (3 copies)
fasta::barcode71.ffn:bc71_04201,-,bc71_04201,-,N,849,56.89,0.549,,Ankyrin repeats (3 copies)
fasta::barcode71.ffn:bc71_04202,-,bc71_04202,-,N,1254,72.57,0.716,,Phosphodiester glycosidase
fasta::barcode71.ffn:bc71_04203,-,bc71_04203,-,N,2673,66.33,0.734,,Vitamin B12 transporter BtuB
fasta::barcode71.ffn:bc71_04204,-,bc71_04204,-,N,1149,72.5,0.725,,N-acetylmannosamine kinase
fasta::barcode71.ffn:bc71_04205,-,bc71_04205,-,N,807,69.64,0.553,,hypothetical protein
fasta::barcode71.ffn:bc71_04206,-,bc71_04206,-,N,885,68.14,0.621,,Putative peptidyl-prolyl cis-trans isomerase Cbf2
fasta::barcode71.ffn:bc71_04207,-,bc71_04207,-,N,1098,61.48,0.664,,Glycerophosphoryl diester phosphodiesterase family protein
fasta::barcode71.ffn:bc71_04208,-,bc71_04208,-,N,1728,65.34,0.781,,Cation/acetate symporter ActP
fasta::barcode71.ffn:bc71_04209,-,bc71_04209,-,N,318,60.69,0.785,,Inner membrane protein YjcH
fasta::barcode71.ffn:bc71_04210,-,bc71_04210,-,N,1383,64.93,0.763,,DcaP outer membrane protein
fasta::barcode71.ffn:bc71_04211,-,bc71_04211,-,N,1944,66.2,0.826,,Acetyl-coenzyme A synthetase
fasta::barcode71.ffn:bc71_04212,-,bc71_04212,-,N,669,65.32,0.729,,transcriptional regulator RcsB 
fasta::barcode71.ffn:bc71_04213,-,bc71_04213,-,N,909,63.7,0.761,,hypothetical protein
fasta::barcode71.ffn:bc71_04214,-,bc71_04214,-,N,591,66.67,0.614,,Methylamine utilization protein MauD
fasta::barcode71.ffn:bc71_04215,-,bc71_04215,-,N,204,60.78,0.587,,hypothetical protein
fasta::barcode71.ffn:bc71_04216,-,bc71_04216,-,N,1635,66.48,0.719,,Non-reducing end alpha-L-arabinofuranosidase BoGH43A
fasta::barcode71.ffn:bc71_04217,-,bc71_04217,-,N,1008,71.23,0.755,,Pyridoxal 4-dehydrogenase
fasta::barcode71.ffn:bc71_04218,-,bc71_04218,-,N,873,68.84,0.696,,Amidohydrolase
fasta::barcode71.ffn:bc71_04219,-,bc71_04219,-,N,771,68.61,0.831,,flagellar-related 3-oxoacyl-ACP reductase 
fasta::barcode71.ffn:bc71_04220,-,bc71_04220,-,N,858,65.85,0.795,,Ureidoglycolate lyase
fasta::barcode71.ffn:bc71_04221,-,bc71_04221,-,N,1326,67.04,0.783,,L-fuconate dehydratase
fasta::barcode71.ffn:bc71_04222,-,bc71_04222,-,N,378,64.02,0.56,,L-fucose mutarotase
fasta::barcode71.ffn:bc71_04223,-,bc71_04223,-,N,1299,64.05,0.704,,glucose/galactose transporter 
fasta::barcode71.ffn:bc71_04224,-,bc71_04224,-,N,750,69.2,0.787,,Transcriptional regulator KdgR
fasta::barcode71.ffn:bc71_04225,-,bc71_04225,-,N,1197,68.42,0.681,,Helix-turn-helix domain protein
fasta::barcode71.ffn:bc71_04226,-,bc71_04226,-,N,1521,67.92,0.675,,Peptidase family S41
fasta::barcode71.ffn:bc71_04227,-,bc71_04227,-,N,582,66.84,0.683,,putative manganese efflux pump MntP
fasta::barcode71.ffn:bc71_04228,-,bc71_04228,-,N,3444,68.93,0.782,,Sensor histidine kinase RcsC
fasta::barcode71.ffn:bc71_04229,-,bc71_04229,-,N,177,71.19,0.418,,hypothetical protein
fasta::barcode71.ffn:bc71_04230,-,bc71_04230,-,N,2355,67.3,0.742,,cyclic beta 1-2 glucan synthetase 
fasta::barcode71.ffn:bc71_04231,-,bc71_04231,-,N,1383,65.29,0.727,,Inner membrane symporter YicJ
fasta::barcode71.ffn:bc71_04232,-,bc71_04232,-,N,540,67.59,0.669,,Gluconokinase
fasta::barcode71.ffn:bc71_04233,-,bc71_04233,-,N,1728,64.53,0.717,,Polyvinylalcohol dehydrogenase
fasta::barcode71.ffn:bc71_04234,-,bc71_04234,-,N,228,65.79,0.568,,hypothetical protein
fasta::barcode71.ffn:bc71_04235,-,bc71_04235,-,N,450,68,0.639,,hypothetical protein
fasta::barcode71.ffn:bc71_04236,-,bc71_04236,-,N,423,67.38,0.577,,hypothetical protein
fasta::barcode71.ffn:bc71_04237,-,bc71_04237,-,N,3858,68.61,0.732,,TamB inner membrane protein subunit of TAM complex
fasta::barcode71.ffn:bc71_04238,-,bc71_04238,-,N,1890,64.55,0.696,,Translocation and assembly module subunit TamA
fasta::barcode71.ffn:bc71_04239,-,bc71_04239,-,N,2097,66.05,0.701,,Glycine--tRNA ligase beta subunit
fasta::barcode71.ffn:bc71_04240,-,bc71_04240,-,N,246,63.01,0.361,,hypothetical protein
fasta::barcode71.ffn:bc71_04241,-,bc71_04241,-,N,909,64.36,0.782,,Glycine--tRNA ligase alpha subunit
fasta::barcode71.ffn:bc71_04242,-,bc71_04242,-,N,1812,68.54,0.779,,type IV pilus assembly ATPase PilB-like 
fasta::barcode71.ffn:bc71_04243,-,bc71_04243,-,N,765,69.93,0.706,,Glutamine amidotransferase class-I
fasta::barcode71.ffn:bc71_04244,-,bc71_04244,-,N,900,68.78,0.815,,hypothetical protein
fasta::barcode71.ffn:bc71_04245,-,bc71_04245,-,N,738,64.36,0.77,,Sec-independent protein translocase protein TatC
fasta::barcode71.ffn:bc71_04246,-,bc71_04246,-,N,588,68.71,0.659,,Sec-independent protein translocase protein TatB
fasta::barcode71.ffn:bc71_04247,-,bc71_04247,-,N,228,64.91,0.754,,Sec-independent protein translocase protein TatA
fasta::barcode71.ffn:bc71_04248,-,bc71_04248,-,N,897,69.45,0.759,,Las17-binding protein actin regulator
fasta::barcode71.ffn:bc71_04249,-,bc71_04249,-,N,957,68.65,0.8,,Ferrochelatase
fasta::barcode71.ffn:bc71_04250,-,bc71_04250,-,N,873,70.1,0.724,,Lipase LipV
fasta::barcode71.ffn:bc71_04251,-,bc71_04251,-,N,786,69.97,0.725,,hypothetical protein
fasta::barcode71.ffn:bc71_04252,-,bc71_04252,-,N,909,63.37,0.742,,Recombination-associated protein RdgC
fasta::barcode71.ffn:bc71_04253,-,bc71_04253,-,N,903,69.32,0.756,,tRNA-cytidine(32) 2-sulfurtransferase
fasta::barcode71.ffn:bc71_04254,-,bc71_04254,-,N,1341,64.21,0.785,,Xylose isomerase
fasta::barcode71.ffn:bc71_04255,-,bc71_04255,-,N,1116,65.86,0.651,,sugar-binding transcriptional regulator LacI family 
fasta::barcode71.ffn:bc71_04256,-,bc71_04256,-,N,2220,65.5,0.689,,Extracellular xylan exo-alpha-(1->2)-glucuronosidase
fasta::barcode71.ffn:bc71_04257,-,bc71_04257,-,N,1965,69.72,0.691,,GH106: alpha-L-rhamnosidase  and 1 other functions.
fasta::barcode71.ffn:bc71_04258,-,bc71_04258,-,N,1260,65.87,0.756,,D-mannonate dehydratase
fasta::barcode71.ffn:bc71_04259,-,bc71_04259,-,N,1698,68.61,0.71,,Non-reducing end alpha-L-arabinofuranosidase BoGH43A
fasta::barcode71.ffn:bc71_04260,-,bc71_04260,-,N,2691,68.3,0.735,,Xylan 14-beta-xylosidase
fasta::barcode71.ffn:bc71_04261,-,bc71_04261,-,N,1464,66.67,0.617,,Polyol:NADP oxidoreductase
fasta::barcode71.ffn:bc71_04262,-,bc71_04262,-,N,1107,51.4,0.433,,hypothetical protein
fasta::barcode71.ffn:bc71_04263,-,bc71_04263,-,N,387,63.05,0.637,,Bleomycin resistance protein
fasta::barcode71.ffn:bc71_04264,-,bc71_04264,-,N,423,53.9,0.438,,hypothetical protein
fasta::barcode71.ffn:bc71_04265,-,bc71_04265,-,N,990,64.75,0.36,,hypothetical protein
fasta::barcode71.ffn:bc71_04266,-,bc71_04266,-,N,1059,66.29,0.603,,AA5: Oxidase with oxygen as acceptor  and 4 other functions.
fasta::barcode71.ffn:bc71_04267,-,bc71_04267,-,N,1038,62.91,0.633,,Gluconolactonase
fasta::barcode71.ffn:bc71_04268,-,bc71_04268,-,N,234,51.71,0.421,,hypothetical protein
fasta::barcode71.ffn:bc71_04269,-,bc71_04269,-,N,933,52.63,0.354,,hypothetical protein
fasta::barcode71.ffn:bc71_04270,-,bc71_04270,-,N,1194,64.91,0.722,,Endo-14-beta-xylanase A
fasta::barcode71.ffn:bc71_04271,-,bc71_04271,-,N,2892,67.74,0.676,,Beta-galactosidase BoGH2A
fasta::barcode71.ffn:bc71_04272,-,bc71_04272,-,N,1416,67.23,0.743,,Uronate isomerase
fasta::barcode71.ffn:bc71_04273,-,bc71_04273,-,N,993,66.06,0.768,,Endo-14-beta-xylanase B
fasta::barcode71.ffn:bc71_04274,-,bc71_04274,-,N,1362,67.03,0.72,,Hexuronate transporter
fasta::barcode71.ffn:bc71_04275,-,bc71_04275,-,N,2943,65.48,0.775,,TonB dependent receptor
fasta::barcode71.ffn:bc71_04276,-,bc71_04276,-,N,1488,62.7,0.756,,Putative glycoside/cation symporter YagG
fasta::barcode71.ffn:bc71_04277,-,bc71_04277,-,N,1035,65.51,0.723,,Xylosidase/arabinosidase
fasta::barcode71.ffn:bc71_04278,-,bc71_04278,-,N,534,65.17,0.667,,Outer membrane lipoprotein Blc
fasta::barcode71.ffn:bc71_04279,-,bc71_04279,-,N,393,57.25,0.58,,Regulator of ribonuclease activity B
fasta::barcode71.ffn:bc71_04280,-,bc71_04280,-,N,573,64.57,0.778,,hypothetical protein
fasta::barcode71.ffn:bc71_04281,-,bc71_04281,-,N,219,63.47,0.64,,hypothetical protein
fasta::barcode71.ffn:bc71_04282,-,bc71_04282,-,N,981,67.79,0.762,,Mycocerosic acid synthase
fasta::barcode71.ffn:bc71_04283,-,bc71_04283,-,N,2670,66.37,0.769,,Glycerol-3-phosphate acyltransferase
fasta::barcode71.ffn:bc71_04284,-,bc71_04284,-,N,975,71.49,0.715,,hypothetical protein
fasta::barcode71.ffn:bc71_04285,-,bc71_04285,-,N,114,64.91,0.553,,hypothetical protein
fasta::barcode71.ffn:bc71_04286,-,bc71_04286,-,N,1053,71.04,0.797,,sugar-binding transcriptional regulator LacI family 
fasta::barcode71.ffn:bc71_04287,-,bc71_04287,-,N,3036,63.67,0.769,,TonB dependent receptor
fasta::barcode71.ffn:bc71_04288,-,bc71_04288,-,N,3033,61.03,0.708,,TonB dependent receptor
fasta::barcode71.ffn:bc71_04289,-,bc71_04289,-,N,1521,64.96,0.74,,Flavin-dependent tryptophan halogenase RebH
fasta::barcode71.ffn:bc71_04290,-,bc71_04290,-,N,732,69.95,0.778,,Orotidine 5'-phosphate decarboxylase
fasta::barcode71.ffn:bc71_04291,-,bc71_04291,-,N,924,68.4,0.772,,HAD superfamily subfamily IIIB (Acid phosphatase)
fasta::barcode71.ffn:bc71_04292,-,bc71_04292,-,N,669,70.1,0.721,,hypothetical protein
fasta::barcode71.ffn:bc71_04293,-,bc71_04293,-,N,1035,70.05,0.732,,hypothetical protein
fasta::barcode71.ffn:bc71_04294,-,bc71_04294,-,N,534,67.6,0.684,,Acetyltransferase
fasta::barcode71.ffn:bc71_04295,-,bc71_04295,-,N,1977,64.74,0.765,,ATP-dependent DNA helicase Rep
fasta::barcode71.ffn:bc71_04296,-,bc71_04296,-,N,273,61.9,0.578,,IS3 family transposase ISXac3
fasta::barcode71.ffn:bc71_04297,-,bc71_04297,-,N,819,61.05,0.531,,IS3 family transposase ISXac3
